Unnamed: 0,PMCID,sentence_id,text,start_char_pos,end_char_pos,section,CONSORT_Item,section.1,Prediction
56,PMC3420230,S57,"We excluded women who were aged less than 18 years; had laboratory confirmed hepatitis A or hepatitis B, pre-eclampsia, primary hepatic disorders, known α-1 antitrypsin deficiency, or current drugs causing deranged liver enzymes; were known to have a lethal fetal anomaly; had an allergy to any component of the ursodeoxycholic acid or placebo capsules; or were unable to give informed consent.",10624,11018,[],['4a'],Introduction,['4a']
57,PMC3420230,S58,"Women with concurrent hepatitis C or cholelithiasis, or both, were eligible.",11019,11095,[],['4a'],Introduction,['4a']
58,PMC3420230,S59,Women with a multiple pregnancy were eligible only for the ursodeoxycholic acid comparison as most participating clinicians indicated that such women should normally be delivered at 38 weeks’ gestation.,11096,11298,[],['4a'],Introduction,['4a']
59,PMC3420230,S60,Recruitment and randomisation,11314,11343,['Recruitment and randomisation'],['0'],Methods,['0']
60,PMC3420230,S61,"Clinicians and midwives approached women attending the antenatal clinic, the antenatal day assessment units, or the antenatal ward about participating in the study.",11352,11516,['Recruitment and randomisation'],['0'],Methods,['0']
61,PMC3420230,S62,"A member of the research team confirmed eligibility, gave the women detailed verbal information and an information sheet and invited them to take part.",11517,11668,['Recruitment and randomisation'],['0'],Methods,['0']
62,PMC3420230,S63,The usual hospital interpreter and translator services were available.,11669,11739,['Recruitment and randomisation'],['0'],Methods,['0']
63,PMC3420230,S64,"The participants provided written, dated informed consent, and the women’s consultant obstetricians and general practitioners were informed of their participation.",11740,11903,['Recruitment and randomisation'],['0'],Methods,['0']
64,PMC3420230,S65,"A member of the research team confirmed participant eligibility and entered an agreed minimum amount of pre-randomisation registration data on a secure internet based data form about the participant before randomisation, including the results of routine biochemical blood tests.",11912,12190,['Recruitment and randomisation'],['10'],Methods,['10']
65,PMC3420230,S66,Randomisation occurred through the Nottingham Clinical Trials Unit using a web based database and randomisation system.,12191,12310,['Recruitment and randomisation'],['10'],Methods,['10']
66,PMC3420230,S67,"The random allocation sequence for each comparison was generated by using a specific function (-ralloc-) in Stata (StataCorp, College Station, TX) software within the clinical unit using randomly varying block sizes of two, four, and six.",12311,12549,['Recruitment and randomisation'],"['8a', '8b']",Methods,"['8a', '8b']"
67,PMC3420230,S68,The random allocation sequence was not revealed until all data outcomes had been collected and the statistical analysis plan registered.,12550,12686,['Recruitment and randomisation'],['9'],Methods,['9']
68,PMC3420230,S69,Randomisation was stratified by the gestation at recruitment for the ursodeoxycholic acid comparison and by trial centre for both comparisons.,12687,12829,['Recruitment and randomisation'],['8b'],Methods,['8b']
69,PMC3420230,S70,Randomisation for both comparisons within the trial was in a 1 to 1 allocation ratio.,12830,12915,['Recruitment and randomisation'],['8b'],Methods,['8b']
70,PMC3420230,S71,Women who were eligible for both were permitted to participate in either or both factorial comparisons.,12916,13019,['Recruitment and randomisation'],['0'],Methods,['0']
71,PMC3420230,S72,"Those who participated in the drug comparison before 34 weeks’ gestation were not allowed to join the timed delivery comparison until 34 weeks, so for that group, randomisation to the two treatment comparisons occurred at different times.",13020,13258,['Recruitment and randomisation'],['10'],Methods,['10']
72,PMC3420230,S73,Allocation occurred centrally at the clinical unit using a web based database.,13259,13337,['Recruitment and randomisation'],['10'],Methods,['10']
73,PMC3420230,S74,"On randomisation, the clinical unit’s internet trial system issued a unique participant identification number and the participant was randomised to one or both trials according to eligibility.",13346,13538,['Recruitment and randomisation'],['10'],Methods,['10']
74,PMC3420230,S75,Sequentially numbered containers were sent to the clinical trial’s pharmacist at each centre at the start of the trial and all packs kept in the pharmacy until distribution to the participant.,13539,13731,['Recruitment and randomisation'],['10'],Methods,['10']
75,PMC3420230,S76,"After randomisation to the ursodeoxycholic acid or placebo comparison, an online prescription form was generated for printing.",13732,13858,['Recruitment and randomisation'],['10'],Methods,['10']
76,PMC3420230,S77,The participant collected the trial drug or placebo from the hospital pharmacy once the local trial’s pharmacist had selected the pack with the appropriate number.,13859,14022,['Recruitment and randomisation'],['9'],Methods,['9']
77,PMC3420230,S78,"The investigator, pharmacist, and trial participant were blind to group allocation.",14023,14106,['Recruitment and randomisation'],['11a'],Methods,['11a']
78,PMC3420230,S79,"For the timing of delivery comparison, the investigator and participant could not be blinded to the treatment group and appropriate arrangements were made for induction or elective delivery or expectant management as allocated.",14115,14342,['Recruitment and randomisation'],['10'],Methods,['10']
79,PMC3420230,S80,"Obstetricians were permitted to induce participants in the expectant management group from 40+0 weeks’ gestation, or as clinical needs dictated.",14343,14487,['Recruitment and randomisation'],['5'],Methods,['5']
80,PMC3420230,S81,"Other than the trial randomisation, women were managed in accordance with each unit’s guideline for intrahepatic cholestasis of pregnancy, with frequency of blood testing and fetal monitoring determined by the local clinicians.",14488,14715,['Recruitment and randomisation'],['5'],Methods,['5']
81,PMC3420230,S82,All centres were aware of the Royal College of Obstetricians and Gynaecologists’ guidelines for management of obstetric cholestasis.8,14716,14849,['Recruitment and randomisation'],['0'],Methods,['0']
82,PMC3420230,S83,Follow-up,14872,14881,['Follow-up'],['0'],Methods,['0']
83,PMC3420230,S84,"After randomisation, a member of the research team saw participants weekly at the time of their routine clinical visit.",14890,15009,['Follow-up'],['0'],Methods,['0']
84,PMC3420230,S85,"The participant was asked about adherence to treatment, use of other drugs, and adverse events, and completed the visual analogue scale for itching.",15010,15158,['Follow-up'],['0'],Methods,['0']
85,PMC3420230,S86,Results of routinely collected biochemical tests were recorded.,15159,15222,['Follow-up'],['0'],Methods,['0']
86,PMC3420230,S87,Participants were seen six weeks after delivery.,15223,15271,['Follow-up'],['0'],Methods,['0']
87,PMC3420230,S88,"All maternal and perinatal outcomes were collected by review of postnatal case notes, with adjudication where necessary by the trial management group.",15272,15422,['Follow-up'],['0'],Methods,['0']
88,PMC3420230,S89,Participants were able to withdraw from the trial at either their own request or the discretion of the treating clinician.,15431,15553,['Follow-up'],['0'],Methods,['0']
89,PMC3420230,S90,"If a participant’s clinical condition deteriorated (for example, worsening of itch, increasing bile acid levels), the clinician could decide to stop the trial drug and give ursodeoxycholic acid, or deliver the woman if indicated, without breaking the treatment code.",15554,15820,['Follow-up'],['0'],Methods,['0']
90,PMC3420230,S91,Interventions,15843,15856,['Interventions'],['0'],Methods,['0']
91,PMC3420230,S92,"Women in the first comparison were randomised to ursodeoxycholic acid (250 mg dose; Ursofalk, Dr Falk Pharma, Buckinghamshire), or to placebo capsules (Dr Falk Pharma) identical in appearance and taste to the study drug (white, opaque, hard gelatin capsule).",15865,16123,['Interventions'],"['11b', '5']",Methods,"['11b', '5']"
92,PMC3420230,S93,The placebo contained lactose monohydrate and magnesium stearate.,16124,16189,['Interventions'],['5'],Methods,['5']
93,PMC3420230,S94,"All capsules were packaged and labelled to provide blinded treatment packs in the production unit of the pharmacy department, Nottingham University Hospitals NHS Trust.",16190,16358,['Interventions'],['11b'],Methods,['11b']
94,PMC3420230,S95,Supplies were packed in an approved container and tagged with a single panel label.,16359,16442,['Interventions'],['0'],Methods,['0']
95,PMC3420230,S96,"The participant’s name, randomisation number, and date of dispensing were added to the label as part of the dispensing process.",16443,16570,['Interventions'],['9'],Methods,['9']
96,PMC3420230,S97,All women received two capsules twice a day and if there was no clinical improvement (itching) or biochemical improvement (serum bile acids or alanine transaminase levels) the dose was increased in increments of two capsules per day every 3-14 days up to a maximum of 2 g/day.,16571,16847,['Interventions'],['5'],Methods,['5']
97,PMC3420230,S98,"Women in the second comparison were randomised to early term delivery (induction or delivery started between 37+0 and 37+6) or to expectant management (where spontaneous labour was awaited or caesarean delivery undertaken according to normal obstetric guidelines, usually after 39 weeks’ gestation).",16856,17155,['Interventions'],['5'],Methods,['5']
98,PMC3420230,S99,"By consensus, obstetricians could arrange delivery in the latter group from 40+0 weeks’ gestation.",17156,17254,['Interventions'],['5'],Methods,['5']
99,PMC3420230,S100,Outcomes,17277,17285,['Outcomes'],['0'],Methods,['0']
100,PMC3420230,S101,"Once the decision not to fund the main trial was known, a full statistical analysis plan was prepared with prespecified primary and secondary outcome measures; this was uploaded onto the trials website, with the date of amendment logged.",17294,17531,['Outcomes'],['6b'],Methods,['6b']
101,PMC3420230,S102,No data were unblinded before this time.,17532,17572,['Outcomes'],['0'],Methods,['0']
102,PMC3420230,S103,"For the ursodeoxycholic acid comparison, the primary outcome was itch in the mother, measured as the arithmetic mean of all post-randomisation measures of worst itch in the previous 24 hours assessed on a visual analogue scale.",17573,17800,['Outcomes'],['6a'],Methods,['6a']
103,PMC3420230,S104,"To avoid over-interpretation of our results, we carried out two online surveys (www.surveymonkey.com) before unblinding of the trial to determine what reduction in score on the visual analogue scale would be a clinically meaningful difference among clinicians involved in treating women with intrahepatic cholestasis of pregnancy and among women who had previously experienced the condition (full questions given in supplementary appendix 1).",17801,18243,['Outcomes'],['0'],Methods,['0']
104,PMC3420230,S105,Women and clinicians were informed that the mean baseline itch score on the visual analogue scale was 60 mm (by analysis of blinded data) and were offered a choice of answers.,18244,18419,['Outcomes'],['0'],Methods,['0']
105,PMC3420230,S106,"For the timing of delivery comparison, the primary outcome was caesarean section.",18428,18509,['Outcomes'],['6a'],Methods,['6a']
106,PMC3420230,S107,"It is widely believed that induction in general increases the rate of caesarean sections, although recent trials of timing of delivery at term have shown no significant effect.12 13",18510,18691,['Outcomes'],['0'],Methods,['0']
107,PMC3420230,S108,Secondary outcome measures for the ursodeoxycholic acid comparison were prespecified as maternal outcomes and perinatal outcomes.,18700,18829,['Outcomes'],['6a'],Methods,['6a']
108,PMC3420230,S109,"Maternal outcomes were average itch in past 24 hours (visual analogue scale); levels of total bile acids, alanine transaminase, and aspartate transaminase; mode of onset of labour; mode of delivery; indication for delivery; and blood loss at delivery.",18830,19081,['Outcomes'],['6a'],Methods,['6a']
109,PMC3420230,S110,"Perinatal outcomes were gestation at delivery, baby outcome, birth weight, presence of meconium stained amniotic fluid, arterial cord pH, venous cord pH, Apgar score at five minutes, congenital anomalies, admission to a neonatal unit (including duration), need for ventilation (including duration), convulsions, and jaundice.",19082,19407,['Outcomes'],['6a'],Methods,['6a']
110,PMC3420230,S111,"For the timing of delivery comparison, we chose the same secondary maternal and perinatal outcomes.",19408,19507,['Outcomes'],['6a'],Methods,['6a']
111,PMC3420230,S112,"The outcome measures previously specified at the start of this initial phase of the trial were designed to measure the feasibility of the second phase—namely, recruitment to the two interventions (total recruitment rate per 1000 deliveries per annum and total recruitment rate per eligible women), recruitment rates related to disease severity, acceptability of randomisation among potential participants offered trial entry, adherence with each treatment arm, and completeness of outcome data.",19516,20010,['Outcomes'],['0'],Methods,['0']
112,PMC3420230,S113,Parallel audit,20033,20047,['Parallel audit'],['0'],Methods,['0']
113,PMC3420230,S114,All centres undertook an audit in parallel with the trial from the start of recruitment until 1 April 2010 (when the initial target of 90 women had been recruited).,20056,20220,['Parallel audit'],['0'],Methods,['0']
114,PMC3420230,S115,"They identified all pregnant women with raised bile acid levels (in collaboration with each hospital’s chemical pathology laboratory) and undertook postnatal case note review to ascertain whether a diagnosis of intrahepatic cholestasis of pregnancy had been confirmed, what treatment had been given, and whether the participation in the trial had been offered.",20221,20581,['Parallel audit'],['0'],Methods,['0']
115,PMC3420230,S116,The number of deliveries per centre per month during the audit period was obtained.,20582,20665,['Parallel audit'],['0'],Methods,['0']
116,PMC3420230,S117,Sample size,20688,20699,['Sample size'],['0'],Methods,['0']
117,PMC3420230,S118,"For the planned factorial trial, we estimated that a provisional sample size would be 1498 women (749 per group).",20708,20821,['Sample size'],['7a'],Methods,['7a']
118,PMC3420230,S119,"This would give 80% power, α 0.05, to show a reduction in the primary composite endpoint (fetal death or severe morbidity) from 6% to 3%.",20822,20959,['Sample size'],['7a'],Methods,['7a']
119,PMC3420230,S120,"However, detailed power calculations were not possible without an accurate estimate of the event rate and the clinical spectrum of likely recruits to such a trial.",20960,21123,['Sample size'],['7a'],Methods,['7a']
120,PMC3420230,S121,The target sample size of the initial phase was determined to be about 90 participants to allow reasonably precise estimates of the variables for the main trial.,21124,21285,['Sample size'],['7a'],Methods,['7a']
121,PMC3420230,S122,"After the decision to analyse the initial phase alone and before unblinding, we undertook a sample size calculation based on our new primary outcome measure of maternal itch score with the clinically meaningful difference as determined.",21294,21530,['Sample size'],['7a'],Methods,['7a']
122,PMC3420230,S123,This confirmed that the study as carried out had over 99.9% power to detect a difference of 30 mm (with a standard deviation of 26 mm across both arms and a correlation between baseline and follow-up measurements).,21531,21745,['Sample size'],['7a'],Methods,['7a']
123,PMC3420230,S124,Statistical analysis,21768,21788,['Statistical analysis'],['0'],Methods,['0']
124,PMC3420230,S125,"Trial analysis followed the intention to treat principle, with women and infants analysed according to the original randomised allocation, irrespective of adherence and crossovers.",21797,21977,['Statistical analysis'],['0'],Methods,['0']
125,PMC3420230,S126,"For repeated measurements over time (severity of itch and biochemistry), we used the average (arithmetic or geometric mean) during the intervention period.19",21978,22135,['Statistical analysis'],['12a'],Methods,['12a']
126,PMC3420230,S127,"In all analyses, regression methods were used and adjustment made for stratification variables (gestation at recruitment for ursodeoxycholic acid trial only, and study centre for both trials) and for potential confounders (baseline bile acid levels, and others where the imbalance was substantial).",22136,22434,['Statistical analysis'],['12a'],Methods,['12a']
127,PMC3420230,S128,For the analysis of perinatal outcomes we treated all infants (singletons or twins) equally.,22443,22535,['Statistical analysis'],['0'],Methods,['0']
128,PMC3420230,S129,"To allow for multiple pregnancy, we adjusted standard errors for clustering by mother using the Huber-White sandwich estimator, and multiplicity included as a covariate.20",22536,22707,['Statistical analysis'],['12a'],Methods,['12a']
129,PMC3420230,S130,Mode of delivery was expressed as a perinatal outcome owing to the inclusion of twin pregnancies in which the mode of delivery may be different for one twin.,22708,22865,['Statistical analysis'],['12a'],Methods,['12a']
130,PMC3420230,S131,For continuous outcomes (such as visual analogue scale measurement and biochemical results) covariates included the baseline measurement.21,22874,23013,['Statistical analysis'],['0'],Methods,['0']
131,PMC3420230,S132,Because of the spread and distribution of values we based the analysis of biochemical markers on logged values.,23014,23125,['Statistical analysis'],['12a'],Methods,['12a']
132,PMC3420230,S133,The treatment effect was presented as a concentration ratio (the ratio between treatment groups of the geometric mean concentration post-randomisation).,23126,23278,['Statistical analysis'],['12a'],Methods,['12a']
133,PMC3420230,S134,We estimated risk ratios and risk differences for yes or no outcomes; we used binary regression with a log-link (for risk ratios) and a linear link (for risk differences).,23279,23450,['Statistical analysis'],['12a'],Methods,['12a']
134,PMC3420230,S135,Time to delivery was treated as partially censored data and analysed using Cox’s proportional hazards.,23451,23553,['Statistical analysis'],['12a'],Methods,['12a']
135,PMC3420230,S136,"For the ursodeoxycholic acid comparison, censoring was at delivery (if after 37 weeks) for pregnancies randomised to the early term delivery arm of the other trial and undergoing induction of labour or caesarean section owing to trial allocation (rather than maternal or fetal compromise or the request of the mother or obstetrician); and otherwise at 40 weeks.",23554,23915,['Statistical analysis'],['0'],Methods,['0']
136,PMC3420230,S137,"For the timing of delivery comparison, censoring was at 40 weeks in all cases.",23916,23994,['Statistical analysis'],['0'],Methods,['0']
137,PMC3420230,S138,"For subgroup analyses, the principal subgroup was level of bile acids at baseline (continuous and in three categories: normal with raised alanine transaminase levels (bile acids 14 µmol/L, alanine transaminase >100 U/L), mild (bile acids 15-40 µmol/L), and severe (bile acids >40 µmol/L).",24003,24291,['Statistical analysis'],['0'],Methods,['0']
138,PMC3420230,S139,"We used interaction tests to determine whether apparent differences in treatment effect between groups could be interpreted as real (not due to chance only), and hence to indentify subgroups that might or might not benefit from randomised treatment.",24292,24541,['Statistical analysis'],['12b'],Methods,['12b']
139,PMC3420230,S140,"Analyses were done in the statistical package Stata version 11.1 or later (StataCorp, College Station, TX).",24550,24657,['Statistical analysis'],['12a'],Methods,['12a']
140,PMC3420230,S141,Ethical approval,24680,24696,['Ethical approval'],['0'],Methods,['0']
141,PMC3420230,S142,The protocol22 was published at the start of the trial.,24705,24760,['Ethical approval'],['24'],Methods,['0']
142,PMC3420230,S143,The updated statistical analysis plan was uploaded onto the trials website before unblinding of the data and incorporated into the revised protocol.,24761,24909,['Ethical approval'],['0'],Methods,['0']
143,PMC3420230,S144,The trial is reported in accordance with the consolidated standards of reporting trials guidelines.,24910,25009,['Ethical approval'],['0'],Methods,['0']
144,PMC3420230,S145,Results,25033,25040,[],['0'],Methods,['0']
145,PMC3420230,S146,"The trial took place in nine UK maternity units, with a staggered start date for each centre (the first centre started recruitment in October 2008 and all centres finished recruitment in December 2010; follow-up was completed by 1 March 2011).",25047,25290,[],['14a'],Methods,['0']
146,PMC3420230,S147,"The trial was stopped when funding application for the second stage of the trial, powered on a composite perinatal endpoint, was unsuccessful.",25291,25433,[],['14b'],Methods,['0']
147,PMC3420230,S148,"Women were approached and invited to participate in one or both comparisons, depending on their eligibility criteria and inclination.",25440,25573,[],['0'],Methods,['0']
148,PMC3420230,S149,"Overall, 111 women participated in the ursodeoxycholic acid comparison; at randomisation 28 (25%) had severe disease (bile acid levels >40 µmol/L), 71 (64%) mild disease (≤40 µmol/L), and 12 (11%) normal bile acid levels with raised alanine transaminase levels.",25574,25835,[],['13a'],Methods,['0']
149,PMC3420230,S150,"Baseline characteristics of the women (table 1) in both arms of the ursodeoxycholic acid trial were mainly similar (not formally tested), except for notable chance imbalances in the number of twin pregnancies (4/56 v 9/55) and the mean visual analogue scale score for worst episode of itch over the preceding 24 hours (70.9 mm v 59.7 mm) between the ursodeoxycholic acid and placebo arms, respectively.",25836,26238,[],['15'],Methods,['0']
150,PMC3420230,S151,"Sixty two women participated in the timing of delivery comparison; 13 (21%) had severe disease, 38 (61%) mild disease, and 11 (18%) normal bile acid levels with raised alanine transaminase levels.",26239,26435,[],['15'],Methods,['0']
151,PMC3420230,S152,Women in both arms of the timing of delivery trial had similar baseline characteristics.,26436,26524,[],['0'],Methods,['0']
152,PMC3420230,S153,Women participated in one or both trials (fig 1).,26525,26574,[],['13a'],Methods,['0']
153,PMC3420230,S154,Fig 1 Participation of 125 women in each comparison in semifactorial trial,26582,26656,[],['13a'],Methods,['0']
154,PMC3420230,S155,Table 1  Maternal personal and biochemical characteristics at randomisation.,26663,26739,[],['15'],Methods,['0']
155,PMC3420230,S156,Values are numbers (percentages) unless stated otherwise,26740,26796,[],['0'],Methods,['0']
156,PMC3420230,S157,The audit that was carried out in parallel from the trial start date in each centre until 1 April 2010 identified all women who had bile acid levels measured during their pregnancy within that period.,26803,27003,[],['0'],Methods,['0']
157,PMC3420230,S158,Subsequent case note review indicated the reasons for non-participation in the trials (figures 2 and 3).,27004,27108,[],"['13a', '13b', '16']",Methods,['0']
158,PMC3420230,S159,Outcome data were obtained on all participants in the trial.,27109,27169,[],['0'],Methods,['0']
159,PMC3420230,S160,Fig 2 Flow of women in ursodeoxycholic acid and placebo arms,27177,27237,[],"['13a', '13b', '16']",Methods,['0']
160,PMC3420230,S161,Fig 3 Flow of women in early term delivery and expectant management arms,27245,27317,[],"['13a', '13b', '16']",Methods,['0']
161,PMC3420230,S162,Ursodeoxycholic acid trial,27333,27359,['Ursodeoxycholic acid trial'],['0'],Results,['0']
162,PMC3420230,S163,"During the audit period 73/325 (22%) women who were eligible for the ursodeoxycholic acid trial were recruited; of those who did not participate, most of the women or clinicians had already decided on treatment (fig 2).",27368,27587,['Ursodeoxycholic acid trial'],['0'],Results,['0']
163,PMC3420230,S164,"Women expressed a preference both for and against treatment with ursodeoxycholic acid, with some declining the randomisation process.",27588,27721,['Ursodeoxycholic acid trial'],['0'],Results,['0']
164,PMC3420230,S165,"Self reported adherence (assessed at weekly follow-up visits with the trial midwives) showed that a high proportion of women said that they had taken the tablets; in the ursodeoxycholic acid arm, women reported that they had taken more than 90% of the tablets at 93% of the follow-up visits, 50-90% of the tablets at 5% of the visits, and less than 50% of the tablets at 2% of the visits.",27730,28118,['Ursodeoxycholic acid trial'],['0'],Results,['0']
165,PMC3420230,S166,"For the placebo arm, the respective figures for self reported adherence were 92%, 4%, and 4%.",28119,28212,['Ursodeoxycholic acid trial'],['0'],Results,['0']
166,PMC3420230,S167,"A survey of 100 clinicians indicated that they considered that a 30 mm (95% confidence interval 15 to 50 mm) improvement in the visual analogue scale score (from a baseline score of 60 mm) would be a clinically important difference, as did the 100 women surveyed (median 30 mm, 10 to 60 mm).",28221,28512,['Ursodeoxycholic acid trial'],['0'],Results,['0']
167,PMC3420230,S168,(See supplementary figure.),28513,28540,['Ursodeoxycholic acid trial'],['0'],Results,['0']
168,PMC3420230,S169,"Compared with the placebo group, women randomised to ursodeoxycholic acid who had not delivered one week post-randomisation reported a 16 mm (95% confidence interval 6 to 27 mm) improvement in the visual analogue scale score for worst itch over the preceding 24 hours across duration of treatment.",28549,28846,['Ursodeoxycholic acid trial'],['17a'],Results,['0']
169,PMC3420230,S170,"This was significant (P=0.003), but neither the mean change nor the 95% confidence intervals reached the clinically important difference prespecified by the clinicians and women.",28847,29025,['Ursodeoxycholic acid trial'],['17a'],Results,['0']
170,PMC3420230,S171,"Overall, 32% (14/44) of women randomised to ursodeoxycholic acid experienced a reduction in worst itch of at least 30 mm compared with 16% (6/37) of those randomised to placebo: (difference 16%, 95% confidence interval −3 to 34, P=0.11).",29034,29271,['Ursodeoxycholic acid trial'],['17b'],Results,['0']
171,PMC3420230,S172,"This difference would represent a number needed to treat of 6, but it just failed to reach significance.",29272,29376,['Ursodeoxycholic acid trial'],['17b'],Results,['0']
172,PMC3420230,S173,"The number of women who would need to be treated (NNT) for one woman to achieve a 20 mm reduction in visual analogue scale score was 4 (95% confidence interval 2 to 21), based on 52% (23/44) of those randomised to ursodeoxycholic acid and 27% (10/37) of women in the placebo arm experiencing at least a 20 mm reduction (difference 25%, 95% confidence interval 5% to 46%, P=0.021).",29377,29757,['Ursodeoxycholic acid trial'],['0'],Results,['0']
173,PMC3420230,S174,"Figure 4 shows the results of the a priori analysis by subgroup; the difference in visual analogue scale score between ursodeoxycholic acid and placebo groups in women with severe disease was −19.8 mm (95% confidence interval −37.8 to −1.8 mm, P=0.003), with mild disease was −17.9 mm (−31.7 to −4.0 mm, P=0.01), and with normal bile acid levels and raised alanine transaminase levels was 3.51 mm (−65.04 to 72.06 mm, P=0.91).",29766,30192,['Ursodeoxycholic acid trial'],['18'],Results,['0']
174,PMC3420230,S175,Formal testing using multiple regression with interaction terms showed no evidence of interaction between severity of disease and randomised treatment on treatment effect for worst episode of itch.,30193,30390,['Ursodeoxycholic acid trial'],['18'],Results,['0']
175,PMC3420230,S176,Fig 4 Effect of ursodeoxycholic acid on mean worst episode of itch over past 24 hours (mm on visual analogue scale).,30400,30516,['Ursodeoxycholic acid trial'],['18'],Results,['0']
176,PMC3420230,S177,ALT=alanine transaminase,30517,30541,['Ursodeoxycholic acid trial'],['0'],Results,['0']
177,PMC3420230,S178,"Women randomised to ursodeoxycholic acid had a significant reduction in alanine transaminase, γ-glutamyltransferase, and bilirubin levels (median values post-randomisation and before delivery) but not in bile acid levels (table 2).",30550,30781,['Ursodeoxycholic acid trial'],['17a'],Results,['0']
178,PMC3420230,S179,"Babies born to women taking ursodeoxycholic acid were significantly less likely to have meconium stained amniotic fluid than those born to women taking placebo (relative risk 0.39, 95% confidence interval 0.16 to 0.97).",30782,31001,['Ursodeoxycholic acid trial'],['17a'],Results,['0']
179,PMC3420230,S180,"There were no other differences in mode of delivery, birth weight, estimated blood loss, or variables of neonatal morbidity.",31002,31126,['Ursodeoxycholic acid trial'],['17a'],Results,['0']
180,PMC3420230,S181,Table 2  Maternal and perinatal outcomes for ursodeoxycholic acid versus placebo comparison.,31135,31227,['Ursodeoxycholic acid trial'],['17a'],Results,['0']
181,PMC3420230,S182,Values are numbers (percentages) unless stated otherwise,31228,31284,['Ursodeoxycholic acid trial'],['0'],Results,['0']
182,PMC3420230,S183,"As there seemed to be a potentially important trend towards later delivery in the ursodeoxycholic acid group, an exploratory analysis was undertaken given the imbalance in twins between the groups at randomisation.",31293,31507,['Ursodeoxycholic acid trial'],['18'],Results,['0']
183,PMC3420230,S184,"Gestational age at delivery was not statistically different between the two groups in women with singleton pregnancies; delivery occurred at 37.71 (SD 1.92) weeks in 52 women randomised to ursodeoxycholic acid compared with 37.62 (SD 1.11) weeks in 46 women randomised to placebo (difference 0.09, 95% confidence interval −0.54 to 0.72); preterm delivery before 37 completed weeks’ gestation occurred in 19% (10/52) compared with 21% (10/46), respectively (risk ratio 0.99, 95% confidence interval 0.85 to 1.16).",31508,32020,['Ursodeoxycholic acid trial'],['18'],Results,['0']
184,PMC3420230,S185,"Among twins in this trial comparison, gestational age at delivery was 36.54 (SD 1.41) (n=8 twin infants) of those randomised to ursodeoxycholic acid compared with 34.81 (2.44) (n=18 twin infants) randomised to placebo (difference 1.29, −1.08 to 3.65); preterm delivery before 37 completed weeks’ gestation occurred in 50% (4/8) compared with 89% (16/18), respectively (risk ratio 0.84, 0.58 to 1.21).",32021,32421,['Ursodeoxycholic acid trial'],['18'],Results,['0']
185,PMC3420230,S186,These differences were not significant.,32422,32461,['Ursodeoxycholic acid trial'],['18'],Results,['0']
186,PMC3420230,S187,No stillbirths or neonatal deaths occurred during the trial.,32462,32522,['Ursodeoxycholic acid trial'],['0'],Results,['0']
187,PMC3420230,S188,Thirteen (23%) adverse events took place among women randomised to ursodeoxycholic acid compared with 10 (18%) among women randomised to placebo (table 3).,32531,32686,['Ursodeoxycholic acid trial'],['0'],Results,['0']
188,PMC3420230,S189,No woman reported more than one adverse event.,32687,32733,['Ursodeoxycholic acid trial'],['0'],Results,['0']
189,PMC3420230,S190,"Most adverse events were mild,15 with the remainder classified as moderate (eight); none were classed as severe by the site principal investigators.",32734,32882,['Ursodeoxycholic acid trial'],['0'],Results,['0']
190,PMC3420230,S191,"Most adverse events related to gastrointestinal disturbances (nine in ursodeoxycholic acid arm versus five in placebo arm) and the majority were thought not, or unlikely, to be caused by the trial drug (possible causality in four events in ursodeoxycholic acid arm versus two in placebo arm).",32883,33175,['Ursodeoxycholic acid trial'],['19'],Results,['0']
191,PMC3420230,S192,Table 3  Adverse events in ursodeoxycholic acid versus placebo comparison,33184,33257,['Ursodeoxycholic acid trial'],['19'],Results,['0']
192,PMC3420230,S193,"At the six week postnatal visit, itching scores did not differ across the groups (mean worst episode of itch over the preceding 24 hours 4.0 (SD 10.3) mm on visual analogue scale in ursodeoxycholic acid arm versus 4.3 (12.8) mm in placebo arm; average itch over the preceding 24 hours 1.4 (3.9) mm versus 2.8 (8.8) mm, respectively.",33266,33598,['Ursodeoxycholic acid trial'],['17a'],Results,['0']
193,PMC3420230,S194,Timing of delivery trial,33621,33645,['Timing of delivery trial'],['0'],Results,['0']
194,PMC3420230,S195,Over the audit period we recruited 39/209 (19%) women eligible for the timing of delivery comparison.,33654,33755,['Timing of delivery trial'],['0'],Results,['0']
195,PMC3420230,S196,Within the audited cases a greater proportion of women were ineligible for the trial as they had a diagnosis of intrahepatic cholestasis of pregnancy after 38 weeks’ gestation (fig 3).,33756,33940,['Timing of delivery trial'],['0'],Results,['0']
196,PMC3420230,S197,"Women expressed preferences both for and against early term delivery (between 37+0 and 37+6), with most favouring early intervention.",33941,34074,['Timing of delivery trial'],['0'],Results,['0']
197,PMC3420230,S198,Table 4 shows the maternal and perinatal outcomes.,34083,34133,['Timing of delivery trial'],['17a'],Results,['0']
198,PMC3420230,S199,One woman with a twin pregnancy did not want to be automatically induced at 38 weeks’ gestation but to be randomised into the trial (against the protocol); she was included in the analysis according to the intention to treat principle.,34134,34369,['Timing of delivery trial'],['0'],Results,['0']
199,PMC3420230,S200,Peripartum and perinatal outcomes are reported for 62 mothers and 63 infants.,34370,34447,['Timing of delivery trial'],['0'],Results,['0']
200,PMC3420230,S201,"All women randomised to early term delivery complied with the trial allocation, although one went into spontaneous labour before her induction date.",34448,34596,['Timing of delivery trial'],['0'],Results,['0']
