Protocol/Results,PairID,PMCID,ChecklistItem,Reported,Split
Protocol,96,PMC4807574,1a_Title_Randomized,1,test
Protocol,96,PMC4807574,1b_Title_Type,0,test
Protocol,96,PMC4807574,1c_Title_Framework,0,test
Protocol,96,PMC4807574,1d_Title_Centers,0,test
Protocol,96,PMC4807574,1e_Title_Population,1,test
Protocol,96,PMC4807574,1f_Title_Intervention,1,test
Protocol,96,PMC4807574,1g_Title_Acronym,0,test
Protocol,96,PMC4807574,2_Abstract_structured,1,test
Protocol,96,PMC4807574,3a_Registry_number,1,test
Protocol,96,PMC4807574,3b_Protocol_access,0,test
Protocol,96,PMC4807574,4_Funding,1,test
Protocol,96,PMC4807574,5a_Sponsor,0,test
Protocol,96,PMC4807574,5b_Contributors_roles,1,test
Protocol,96,PMC4807574,5c_Oversight_committees,0,test
Protocol,96,PMC4807574,7_Objectives,1,test
Protocol,96,PMC4807574,8a_Design_Type,1,test
Protocol,96,PMC4807574,8b_Design_Framework,1,test
Protocol,96,PMC4807574,8c_Design_Centers,1,test
Protocol,96,PMC4807574,8d_Design_Ratio,1,test
Protocol,96,PMC4807574,9_Setting,1,test
Protocol,96,PMC4807574,10a_Participants_inclusion,1,test
Protocol,96,PMC4807574,10b_Center_interventionist_inclusion,0,test
Protocol,96,PMC4807574,11a_Intervention_Description,1,test
Protocol,96,PMC4807574,11b_Intervention_Modification,0,test
Protocol,96,PMC4807574,11c_Intervention_Monitoring,1,test
Protocol,96,PMC4807574,11d_Intervention_Concomitant,0,test
Protocol,96,PMC4807574,12a_Outcomes_Definitions,1,test
Protocol,96,PMC4807574,12b_Outcomes_Changes,0,test
Protocol,96,PMC4807574,13_Participant_timeline,1,test
Protocol,96,PMC4807574,14a_Sample_size,1,test
Protocol,96,PMC4807574,14b_Sample_Calculation,1,test
Protocol,96,PMC4807574,15_Recruitment,1,test
Protocol,96,PMC4807574,16a_Randomization_Generation,0,test
Protocol,96,PMC4807574,16b_Randomization_Type,0,test
Protocol,96,PMC4807574,16c_Randomization_Block_size,0,test
Protocol,96,PMC4807574,16d_Randomization_Strata,0,test
Protocol,96,PMC4807574,16e_Allocation_Mechanism,0,test
Protocol,96,PMC4807574,16f_Allocation_Concealment,0,test
Protocol,96,PMC4807574,16g_Personnel_Sequence,1,test
Protocol,96,PMC4807574,16h_Personnel_Enrollment,1,test
Protocol,96,PMC4807574,17a_Masking_People_masked,1,test
Protocol,96,PMC4807574,17b_Masking_Not_masked,1,test
Protocol,96,PMC4807574,17c_Masking_Type,0,test
Protocol,96,PMC4807574,17d_Masking_Unblinding,0,test
Protocol,96,PMC4807574,17e_Masking_Similarity,0,test
Protocol,96,PMC4807574,18a_Data_Collection,1,test
Protocol,96,PMC4807574,18b_Data_Retention,0,test
Protocol,96,PMC4807574,19_Data_Management,0,test
Protocol,96,PMC4807574,20a_Statistical_methods_Outcomes,1,test
Protocol,96,PMC4807574,20b_Statistical_methods_Other_Analyses,0,test
Protocol,96,PMC4807574,20c_Statistical_methods_Analysis_population,0,test
Protocol,96,PMC4807574,20d_Statistical_methods_Missing_data,0,test
Protocol,96,PMC4807574,21a_Data_monitoring_committee,0,test
Protocol,96,PMC4807574,21b_Interim_analyses,0,test
Protocol,96,PMC4807574,21c_Stopping_guidelines,0,test
Protocol,96,PMC4807574,22_Harms_non-systematic,0,test
Protocol,96,PMC4807574,23_Auditing,0,test
Protocol,96,PMC4807574,24_Ethics,1,test
Protocol,96,PMC4807574,25_Amendments,0,test
Protocol,96,PMC4807574,26a_Consent_Obtaining,1,test
Protocol,96,PMC4807574,26b_Consent_Provisions,0,test
Protocol,96,PMC4807574,27_Confidentiality,1,test
Protocol,96,PMC4807574,28_Financial_interests,1,test
Protocol,96,PMC4807574,29_Data_access,0,test
Protocol,96,PMC4807574,30_Post_trial_care,0,test
Protocol,96,PMC4807574,31a_Dissemination,0,test
Protocol,96,PMC4807574,31b_Authorship,0,test
Protocol,96,PMC4807574,31c_Sharing_Materials,0,test
Protocol,96,PMC4807574,31d_Sharing_Data,0,test
Protocol,96,PMC4807574,31e_Sharing_Code,0,test
Protocol,96,PMC4807574,32_Informed_consent_materials,1,test
Protocol,96,PMC4807574,33_Biological_specimens,0,test
Protocol,96,PMC4807574,34_Flow,0,test
Protocol,96,PMC4807574,35a_Recruitment_dates,1,test
Protocol,96,PMC4807574,35b_Followup_dates,1,test
Protocol,96,PMC4807574,35c_Stopping,0,test
Protocol,96,PMC4807574,36_Baseline_data,0,test
Protocol,96,PMC4807574,37a_Analysis_Numbers,0,test
Protocol,96,PMC4807574,38a_Outcome_results,0,test
Protocol,96,PMC4807574,38b_Binary_results,0,test
Protocol,96,PMC4807574,39_Ancillary_results,0,test
Protocol,96,PMC4807574,40_Harms_results,0,test
Protocol,96,PMC4807574,41_Generalizability,0,test
Protocol,97,PMC4827169,1a_Title_Randomized,1,train
Protocol,97,PMC4827169,1b_Title_Type,0,train
Protocol,97,PMC4827169,1c_Title_Framework,0,train
Protocol,97,PMC4827169,1d_Title_Centers,0,train
Protocol,97,PMC4827169,1e_Title_Population,1,train
Protocol,97,PMC4827169,1f_Title_Intervention,1,train
Protocol,97,PMC4827169,1g_Title_Acronym,0,train
Protocol,97,PMC4827169,2_Abstract_structured,1,train
Protocol,97,PMC4827169,3a_Registry_number,1,train
Protocol,97,PMC4827169,3b_Protocol_access,0,train
Protocol,97,PMC4827169,4_Funding,1,train
Protocol,97,PMC4827169,5a_Sponsor,0,train
Protocol,97,PMC4827169,5b_Contributors_roles,1,train
Protocol,97,PMC4827169,5c_Oversight_committees,0,train
Protocol,97,PMC4827169,7_Objectives,1,train
Protocol,97,PMC4827169,8a_Design_Type,1,train
Protocol,97,PMC4827169,8b_Design_Framework,1,train
Protocol,97,PMC4827169,8c_Design_Centers,1,train
Protocol,97,PMC4827169,8d_Design_Ratio,0,train
Protocol,97,PMC4827169,9_Setting,1,train
Protocol,97,PMC4827169,10a_Participants_inclusion,1,train
Protocol,97,PMC4827169,10b_Center_interventionist_inclusion,0,train
Protocol,97,PMC4827169,11a_Intervention_Description,1,train
Protocol,97,PMC4827169,11b_Intervention_Modification,0,train
Protocol,97,PMC4827169,11c_Intervention_Monitoring,1,train
Protocol,97,PMC4827169,11d_Intervention_Concomitant,1,train
Protocol,97,PMC4827169,12a_Outcomes_Definitions,1,train
Protocol,97,PMC4827169,12b_Outcomes_Changes,0,train
Protocol,97,PMC4827169,13_Participant_timeline,0,train
Protocol,97,PMC4827169,14a_Sample_size,1,train
Protocol,97,PMC4827169,14b_Sample_Calculation,1,train
Protocol,97,PMC4827169,15_Recruitment,1,train
Protocol,97,PMC4827169,16a_Randomization_Generation,0,train
Protocol,97,PMC4827169,16b_Randomization_Type,1,train
Protocol,97,PMC4827169,16c_Randomization_Block_size,0,train
Protocol,97,PMC4827169,16d_Randomization_Strata,1,train
Protocol,97,PMC4827169,16e_Allocation_Mechanism,1,train
Protocol,97,PMC4827169,16f_Allocation_Concealment,0,train
Protocol,97,PMC4827169,16g_Personnel_Sequence,0,train
Protocol,97,PMC4827169,16h_Personnel_Enrollment,0,train
Protocol,97,PMC4827169,17a_Masking_People_masked,1,train
Protocol,97,PMC4827169,17b_Masking_Not_masked,0,train
Protocol,97,PMC4827169,17c_Masking_Type,0,train
Protocol,97,PMC4827169,17d_Masking_Unblinding,0,train
Protocol,97,PMC4827169,17e_Masking_Similarity,0,train
Protocol,97,PMC4827169,18a_Data_Collection,1,train
Protocol,97,PMC4827169,18b_Data_Retention,0,train
Protocol,97,PMC4827169,19_Data_Management,1,train
Protocol,97,PMC4827169,20a_Statistical_methods_Outcomes,1,train
Protocol,97,PMC4827169,20b_Statistical_methods_Other_Analyses,0,train
Protocol,97,PMC4827169,20c_Statistical_methods_Analysis_population,0,train
Protocol,97,PMC4827169,20d_Statistical_methods_Missing_data,0,train
Protocol,97,PMC4827169,21a_Data_monitoring_committee,0,train
Protocol,97,PMC4827169,21b_Interim_analyses,0,train
Protocol,97,PMC4827169,21c_Stopping_guidelines,0,train
Protocol,97,PMC4827169,22_Harms_non-systematic,0,train
Protocol,97,PMC4827169,23_Auditing,0,train
Protocol,97,PMC4827169,24_Ethics,1,train
Protocol,97,PMC4827169,25_Amendments,0,train
Protocol,97,PMC4827169,26a_Consent_Obtaining,1,train
Protocol,97,PMC4827169,26b_Consent_Provisions,0,train
Protocol,97,PMC4827169,27_Confidentiality,0,train
Protocol,97,PMC4827169,28_Financial_interests,1,train
Protocol,97,PMC4827169,29_Data_access,0,train
Protocol,97,PMC4827169,30_Post_trial_care,1,train
Protocol,97,PMC4827169,31a_Dissemination,0,train
Protocol,97,PMC4827169,31b_Authorship,0,train
Protocol,97,PMC4827169,31c_Sharing_Materials,0,train
Protocol,97,PMC4827169,31d_Sharing_Data,0,train
Protocol,97,PMC4827169,31e_Sharing_Code,0,train
Protocol,97,PMC4827169,32_Informed_consent_materials,0,train
Protocol,97,PMC4827169,33_Biological_specimens,0,train
Protocol,97,PMC4827169,34_Flow,0,train
Protocol,97,PMC4827169,35a_Recruitment_dates,1,train
Protocol,97,PMC4827169,35b_Followup_dates,1,train
Protocol,97,PMC4827169,35c_Stopping,0,train
Protocol,97,PMC4827169,36_Baseline_data,0,train
Protocol,97,PMC4827169,37a_Analysis_Numbers,0,train
Protocol,97,PMC4827169,38a_Outcome_results,0,train
Protocol,97,PMC4827169,38b_Binary_results,0,train
Protocol,97,PMC4827169,39_Ancillary_results,0,train
Protocol,97,PMC4827169,40_Harms_results,0,train
Protocol,97,PMC4827169,41_Generalizability,0,train
Protocol,98,PMC3543344,1a_Title_Randomized,1,train
Protocol,98,PMC3543344,1b_Title_Type,0,train
Protocol,98,PMC3543344,1c_Title_Framework,0,train
Protocol,98,PMC3543344,1d_Title_Centers,0,train
Protocol,98,PMC3543344,1e_Title_Population,1,train
Protocol,98,PMC3543344,1f_Title_Intervention,1,train
Protocol,98,PMC3543344,1g_Title_Acronym,0,train
Protocol,98,PMC3543344,2_Abstract_structured,1,train
Protocol,98,PMC3543344,3a_Registry_number,1,train
Protocol,98,PMC3543344,3b_Protocol_access,0,train
Protocol,98,PMC3543344,4_Funding,1,train
Protocol,98,PMC3543344,5a_Sponsor,0,train
Protocol,98,PMC3543344,5b_Contributors_roles,1,train
Protocol,98,PMC3543344,5c_Oversight_committees,0,train
Protocol,98,PMC3543344,7_Objectives,1,train
Protocol,98,PMC3543344,8a_Design_Type,1,train
Protocol,98,PMC3543344,8b_Design_Framework,1,train
Protocol,98,PMC3543344,8c_Design_Centers,1,train
Protocol,98,PMC3543344,8d_Design_Ratio,0,train
Protocol,98,PMC3543344,9_Setting,1,train
Protocol,98,PMC3543344,10a_Participants_inclusion,1,train
Protocol,98,PMC3543344,10b_Center_interventionist_inclusion,1,train
Protocol,98,PMC3543344,11a_Intervention_Description,1,train
Protocol,98,PMC3543344,11b_Intervention_Modification,0,train
Protocol,98,PMC3543344,11c_Intervention_Monitoring,1,train
Protocol,98,PMC3543344,11d_Intervention_Concomitant,0,train
Protocol,98,PMC3543344,12a_Outcomes_Definitions,1,train
Protocol,98,PMC3543344,12b_Outcomes_Changes,0,train
Protocol,98,PMC3543344,13_Participant_timeline,0,train
Protocol,98,PMC3543344,14a_Sample_size,1,train
Protocol,98,PMC3543344,14b_Sample_Calculation,1,train
Protocol,98,PMC3543344,15_Recruitment,1,train
Protocol,98,PMC3543344,16a_Randomization_Generation,0,train
Protocol,98,PMC3543344,16b_Randomization_Type,0,train
Protocol,98,PMC3543344,16c_Randomization_Block_size,0,train
Protocol,98,PMC3543344,16d_Randomization_Strata,0,train
Protocol,98,PMC3543344,16e_Allocation_Mechanism,0,train
Protocol,98,PMC3543344,16f_Allocation_Concealment,0,train
Protocol,98,PMC3543344,16g_Personnel_Sequence,0,train
Protocol,98,PMC3543344,16h_Personnel_Enrollment,1,train
Protocol,98,PMC3543344,17a_Masking_People_masked,0,train
Protocol,98,PMC3543344,17b_Masking_Not_masked,0,train
Protocol,98,PMC3543344,17c_Masking_Type,0,train
Protocol,98,PMC3543344,17d_Masking_Unblinding,0,train
Protocol,98,PMC3543344,17e_Masking_Similarity,0,train
Protocol,98,PMC3543344,18a_Data_Collection,1,train
Protocol,98,PMC3543344,18b_Data_Retention,1,train
Protocol,98,PMC3543344,19_Data_Management,0,train
Protocol,98,PMC3543344,20a_Statistical_methods_Outcomes,1,train
Protocol,98,PMC3543344,20b_Statistical_methods_Other_Analyses,0,train
Protocol,98,PMC3543344,20c_Statistical_methods_Analysis_population,0,train
Protocol,98,PMC3543344,20d_Statistical_methods_Missing_data,1,train
Protocol,98,PMC3543344,21a_Data_monitoring_committee,0,train
Protocol,98,PMC3543344,21b_Interim_analyses,0,train
Protocol,98,PMC3543344,21c_Stopping_guidelines,0,train
Protocol,98,PMC3543344,22_Harms_non-systematic,0,train
Protocol,98,PMC3543344,23_Auditing,0,train
Protocol,98,PMC3543344,24_Ethics,1,train
Protocol,98,PMC3543344,25_Amendments,0,train
Protocol,98,PMC3543344,26a_Consent_Obtaining,1,train
Protocol,98,PMC3543344,26b_Consent_Provisions,0,train
Protocol,98,PMC3543344,27_Confidentiality,1,train
Protocol,98,PMC3543344,28_Financial_interests,1,train
Protocol,98,PMC3543344,29_Data_access,0,train
Protocol,98,PMC3543344,30_Post_trial_care,0,train
Protocol,98,PMC3543344,31a_Dissemination,1,train
Protocol,98,PMC3543344,31b_Authorship,0,train
Protocol,98,PMC3543344,31c_Sharing_Materials,0,train
Protocol,98,PMC3543344,31d_Sharing_Data,0,train
Protocol,98,PMC3543344,31e_Sharing_Code,0,train
Protocol,98,PMC3543344,32_Informed_consent_materials,0,train
Protocol,98,PMC3543344,33_Biological_specimens,0,train
Protocol,98,PMC3543344,34_Flow,0,train
Protocol,98,PMC3543344,35a_Recruitment_dates,1,train
Protocol,98,PMC3543344,35b_Followup_dates,0,train
Protocol,98,PMC3543344,35c_Stopping,0,train
Protocol,98,PMC3543344,36_Baseline_data,0,train
Protocol,98,PMC3543344,37a_Analysis_Numbers,0,train
Protocol,98,PMC3543344,38a_Outcome_results,0,train
Protocol,98,PMC3543344,38b_Binary_results,0,train
Protocol,98,PMC3543344,39_Ancillary_results,0,train
Protocol,98,PMC3543344,40_Harms_results,0,train
Protocol,98,PMC3543344,41_Generalizability,0,train
Protocol,99,PMC3165063,1a_Title_Randomized,0,train
Protocol,99,PMC3165063,1b_Title_Type,0,train
Protocol,99,PMC3165063,1c_Title_Framework,0,train
Protocol,99,PMC3165063,1d_Title_Centers,0,train
Protocol,99,PMC3165063,1e_Title_Population,1,train
Protocol,99,PMC3165063,1f_Title_Intervention,1,train
Protocol,99,PMC3165063,1g_Title_Acronym,1,train
Protocol,99,PMC3165063,2_Abstract_structured,1,train
Protocol,99,PMC3165063,3a_Registry_number,1,train
Protocol,99,PMC3165063,3b_Protocol_access,0,train
Protocol,99,PMC3165063,4_Funding,1,train
Protocol,99,PMC3165063,5a_Sponsor,0,train
Protocol,99,PMC3165063,5b_Contributors_roles,0,train
Protocol,99,PMC3165063,5c_Oversight_committees,0,train
Protocol,99,PMC3165063,7_Objectives,1,train
Protocol,99,PMC3165063,8a_Design_Type,0,train
Protocol,99,PMC3165063,8b_Design_Framework,0,train
Protocol,99,PMC3165063,8c_Design_Centers,1,train
Protocol,99,PMC3165063,8d_Design_Ratio,0,train
Protocol,99,PMC3165063,9_Setting,1,train
Protocol,99,PMC3165063,10a_Participants_inclusion,1,train
Protocol,99,PMC3165063,10b_Center_interventionist_inclusion,0,train
Protocol,99,PMC3165063,11a_Intervention_Description,1,train
Protocol,99,PMC3165063,11b_Intervention_Modification,0,train
Protocol,99,PMC3165063,11c_Intervention_Monitoring,0,train
Protocol,99,PMC3165063,11d_Intervention_Concomitant,0,train
Protocol,99,PMC3165063,12a_Outcomes_Definitions,1,train
Protocol,99,PMC3165063,12b_Outcomes_Changes,0,train
Protocol,99,PMC3165063,13_Participant_timeline,1,train
Protocol,99,PMC3165063,14a_Sample_size,1,train
Protocol,99,PMC3165063,14b_Sample_Calculation,1,train
Protocol,99,PMC3165063,15_Recruitment,1,train
Protocol,99,PMC3165063,16a_Randomization_Generation,0,train
Protocol,99,PMC3165063,16b_Randomization_Type,1,train
Protocol,99,PMC3165063,16c_Randomization_Block_size,1,train
Protocol,99,PMC3165063,16d_Randomization_Strata,1,train
Protocol,99,PMC3165063,16e_Allocation_Mechanism,0,train
Protocol,99,PMC3165063,16f_Allocation_Concealment,0,train
Protocol,99,PMC3165063,16g_Personnel_Sequence,0,train
Protocol,99,PMC3165063,16h_Personnel_Enrollment,0,train
Protocol,99,PMC3165063,17a_Masking_People_masked,0,train
Protocol,99,PMC3165063,17b_Masking_Not_masked,0,train
Protocol,99,PMC3165063,17c_Masking_Type,0,train
Protocol,99,PMC3165063,17d_Masking_Unblinding,0,train
Protocol,99,PMC3165063,17e_Masking_Similarity,0,train
Protocol,99,PMC3165063,18a_Data_Collection,1,train
Protocol,99,PMC3165063,18b_Data_Retention,1,train
Protocol,99,PMC3165063,19_Data_Management,0,train
Protocol,99,PMC3165063,20a_Statistical_methods_Outcomes,1,train
Protocol,99,PMC3165063,20b_Statistical_methods_Other_Analyses,0,train
Protocol,99,PMC3165063,20c_Statistical_methods_Analysis_population,1,train
Protocol,99,PMC3165063,20d_Statistical_methods_Missing_data,1,train
Protocol,99,PMC3165063,21a_Data_monitoring_committee,1,train
Protocol,99,PMC3165063,21b_Interim_analyses,0,train
Protocol,99,PMC3165063,21c_Stopping_guidelines,0,train
Protocol,99,PMC3165063,22_Harms_non-systematic,1,train
Protocol,99,PMC3165063,23_Auditing,0,train
Protocol,99,PMC3165063,24_Ethics,1,train
Protocol,99,PMC3165063,25_Amendments,1,train
Protocol,99,PMC3165063,26a_Consent_Obtaining,1,train
Protocol,99,PMC3165063,26b_Consent_Provisions,0,train
Protocol,99,PMC3165063,27_Confidentiality,0,train
Protocol,99,PMC3165063,28_Financial_interests,1,train
Protocol,99,PMC3165063,29_Data_access,0,train
Protocol,99,PMC3165063,30_Post_trial_care,0,train
Protocol,99,PMC3165063,31a_Dissemination,0,train
Protocol,99,PMC3165063,31b_Authorship,0,train
Protocol,99,PMC3165063,31c_Sharing_Materials,0,train
Protocol,99,PMC3165063,31d_Sharing_Data,0,train
Protocol,99,PMC3165063,31e_Sharing_Code,0,train
Protocol,99,PMC3165063,32_Informed_consent_materials,0,train
Protocol,99,PMC3165063,33_Biological_specimens,0,train
Protocol,99,PMC3165063,34_Flow,0,train
Protocol,99,PMC3165063,35a_Recruitment_dates,0,train
Protocol,99,PMC3165063,35b_Followup_dates,0,train
Protocol,99,PMC3165063,35c_Stopping,0,train
Protocol,99,PMC3165063,36_Baseline_data,0,train
Protocol,99,PMC3165063,37a_Analysis_Numbers,0,train
Protocol,99,PMC3165063,38a_Outcome_results,0,train
Protocol,99,PMC3165063,38b_Binary_results,0,train
Protocol,99,PMC3165063,39_Ancillary_results,0,train
Protocol,99,PMC3165063,40_Harms_results,0,train
Protocol,99,PMC3165063,41_Generalizability,0,train
Protocol,100,PMC3661346,1a_Title_Randomized,1,train
Protocol,100,PMC3661346,1b_Title_Type,1,train
Protocol,100,PMC3661346,1c_Title_Framework,1,train
Protocol,100,PMC3661346,1d_Title_Centers,0,train
Protocol,100,PMC3661346,1e_Title_Population,1,train
Protocol,100,PMC3661346,1f_Title_Intervention,1,train
Protocol,100,PMC3661346,1g_Title_Acronym,0,train
Protocol,100,PMC3661346,2_Abstract_structured,1,train
Protocol,100,PMC3661346,3a_Registry_number,1,train
Protocol,100,PMC3661346,3b_Protocol_access,0,train
Protocol,100,PMC3661346,4_Funding,1,train
Protocol,100,PMC3661346,5a_Sponsor,0,train
Protocol,100,PMC3661346,5b_Contributors_roles,1,train
Protocol,100,PMC3661346,5c_Oversight_committees,0,train
Protocol,100,PMC3661346,7_Objectives,1,train
Protocol,100,PMC3661346,8a_Design_Type,1,train
Protocol,100,PMC3661346,8b_Design_Framework,1,train
Protocol,100,PMC3661346,8c_Design_Centers,1,train
Protocol,100,PMC3661346,8d_Design_Ratio,1,train
Protocol,100,PMC3661346,9_Setting,1,train
Protocol,100,PMC3661346,10a_Participants_inclusion,1,train
Protocol,100,PMC3661346,10b_Center_interventionist_inclusion,1,train
Protocol,100,PMC3661346,11a_Intervention_Description,1,train
Protocol,100,PMC3661346,11b_Intervention_Modification,0,train
Protocol,100,PMC3661346,11c_Intervention_Monitoring,1,train
Protocol,100,PMC3661346,11d_Intervention_Concomitant,1,train
Protocol,100,PMC3661346,12a_Outcomes_Definitions,1,train
Protocol,100,PMC3661346,12b_Outcomes_Changes,0,train
Protocol,100,PMC3661346,13_Participant_timeline,0,train
Protocol,100,PMC3661346,14a_Sample_size,1,train
Protocol,100,PMC3661346,14b_Sample_Calculation,1,train
Protocol,100,PMC3661346,15_Recruitment,1,train
Protocol,100,PMC3661346,16a_Randomization_Generation,0,train
Protocol,100,PMC3661346,16b_Randomization_Type,1,train
Protocol,100,PMC3661346,16c_Randomization_Block_size,1,train
Protocol,100,PMC3661346,16d_Randomization_Strata,1,train
Protocol,100,PMC3661346,16e_Allocation_Mechanism,0,train
Protocol,100,PMC3661346,16f_Allocation_Concealment,0,train
Protocol,100,PMC3661346,16g_Personnel_Sequence,0,train
Protocol,100,PMC3661346,16h_Personnel_Enrollment,1,train
Protocol,100,PMC3661346,17a_Masking_People_masked,1,train
Protocol,100,PMC3661346,17b_Masking_Not_masked,1,train
Protocol,100,PMC3661346,17c_Masking_Type,0,train
Protocol,100,PMC3661346,17d_Masking_Unblinding,0,train
Protocol,100,PMC3661346,17e_Masking_Similarity,0,train
Protocol,100,PMC3661346,18a_Data_Collection,1,train
Protocol,100,PMC3661346,18b_Data_Retention,1,train
Protocol,100,PMC3661346,19_Data_Management,1,train
Protocol,100,PMC3661346,20a_Statistical_methods_Outcomes,1,train
Protocol,100,PMC3661346,20b_Statistical_methods_Other_Analyses,1,train
Protocol,100,PMC3661346,20c_Statistical_methods_Analysis_population,1,train
Protocol,100,PMC3661346,20d_Statistical_methods_Missing_data,1,train
Protocol,100,PMC3661346,21a_Data_monitoring_committee,0,train
Protocol,100,PMC3661346,21b_Interim_analyses,0,train
Protocol,100,PMC3661346,21c_Stopping_guidelines,0,train
Protocol,100,PMC3661346,22_Harms_non-systematic,0,train
Protocol,100,PMC3661346,23_Auditing,0,train
Protocol,100,PMC3661346,24_Ethics,1,train
Protocol,100,PMC3661346,25_Amendments,0,train
Protocol,100,PMC3661346,26a_Consent_Obtaining,1,train
Protocol,100,PMC3661346,26b_Consent_Provisions,0,train
Protocol,100,PMC3661346,27_Confidentiality,0,train
Protocol,100,PMC3661346,28_Financial_interests,1,train
Protocol,100,PMC3661346,29_Data_access,0,train
Protocol,100,PMC3661346,30_Post_trial_care,0,train
Protocol,100,PMC3661346,31a_Dissemination,0,train
Protocol,100,PMC3661346,31b_Authorship,0,train
Protocol,100,PMC3661346,31c_Sharing_Materials,0,train
Protocol,100,PMC3661346,31d_Sharing_Data,0,train
Protocol,100,PMC3661346,31e_Sharing_Code,0,train
Protocol,100,PMC3661346,32_Informed_consent_materials,1,train
Protocol,100,PMC3661346,33_Biological_specimens,0,train
Protocol,100,PMC3661346,34_Flow,0,train
Protocol,100,PMC3661346,35a_Recruitment_dates,0,train
Protocol,100,PMC3661346,35b_Followup_dates,0,train
Protocol,100,PMC3661346,35c_Stopping,0,train
Protocol,100,PMC3661346,36_Baseline_data,0,train
Protocol,100,PMC3661346,37a_Analysis_Numbers,0,train
Protocol,100,PMC3661346,38a_Outcome_results,0,train
Protocol,100,PMC3661346,38b_Binary_results,0,train
Protocol,100,PMC3661346,39_Ancillary_results,0,train
Protocol,100,PMC3661346,40_Harms_results,0,train
Protocol,100,PMC3661346,41_Generalizability,0,train
Results,1,PMC3698942,1a_Title_Randomized,1,train
Results,1,PMC3698942,1b_Title_Type,0,train
Results,1,PMC3698942,1c_Title_Framework,0,train
Results,1,PMC3698942,1d_Title_Centers,0,train
Results,1,PMC3698942,1e_Title_Population,1,train
Results,1,PMC3698942,1f_Title_Intervention,1,train
Results,1,PMC3698942,1g_Title_Acronym,1,train
Results,1,PMC3698942,2_Abstract_structured,1,train
Results,1,PMC3698942,3a_Registry_number,1,train
Results,1,PMC3698942,3b_Protocol_access,0,train
Results,1,PMC3698942,4_Funding,1,train
Results,1,PMC3698942,5a_Sponsor,0,train
Results,1,PMC3698942,5b_Contributors_roles,1,train
Results,1,PMC3698942,5c_Oversight_committees,1,train
Results,1,PMC3698942,7_Objectives,1,train
Results,1,PMC3698942,8a_Design_Type,0,train
Results,1,PMC3698942,8b_Design_Framework,1,train
Results,1,PMC3698942,8c_Design_Centers,1,train
Results,1,PMC3698942,8d_Design_Ratio,1,train
Results,1,PMC3698942,9_Setting,1,train
Results,1,PMC3698942,10a_Participants_inclusion,1,train
Results,1,PMC3698942,10b_Center_interventionist_inclusion,0,train
Results,1,PMC3698942,11a_Intervention_Description,1,train
Results,1,PMC3698942,11b_Intervention_Modification,0,train
Results,1,PMC3698942,11c_Intervention_Monitoring,0,train
Results,1,PMC3698942,11d_Intervention_Concomitant,1,train
Results,1,PMC3698942,12a_Outcomes_Definitions,1,train
Results,1,PMC3698942,12b_Outcomes_Changes,0,train
Results,1,PMC3698942,13_Participant_timeline,0,train
Results,1,PMC3698942,14a_Sample_size,1,train
Results,1,PMC3698942,14b_Sample_Calculation,1,train
Results,1,PMC3698942,15_Recruitment,0,train
Results,1,PMC3698942,16a_Randomization_Generation,1,train
Results,1,PMC3698942,16b_Randomization_Type,1,train
Results,1,PMC3698942,16c_Randomization_Block_size,0,train
Results,1,PMC3698942,16d_Randomization_Strata,1,train
Results,1,PMC3698942,16e_Allocation_Mechanism,0,train
Results,1,PMC3698942,16f_Allocation_Concealment,1,train
Results,1,PMC3698942,16g_Personnel_Sequence,0,train
Results,1,PMC3698942,16h_Personnel_Enrollment,1,train
Results,1,PMC3698942,17a_Masking_People_masked,1,train
Results,1,PMC3698942,17b_Masking_Not_masked,1,train
Results,1,PMC3698942,17c_Masking_Type,0,train
Results,1,PMC3698942,17d_Masking_Unblinding,0,train
Results,1,PMC3698942,17e_Masking_Similarity,0,train
Results,1,PMC3698942,18a_Data_Collection,1,train
Results,1,PMC3698942,18b_Data_Retention,0,train
Results,1,PMC3698942,19_Data_Management,0,train
Results,1,PMC3698942,20a_Statistical_methods_Outcomes,1,train
Results,1,PMC3698942,20b_Statistical_methods_Other_Analyses,1,train
Results,1,PMC3698942,20c_Statistical_methods_Analysis_population,1,train
Results,1,PMC3698942,20d_Statistical_methods_Missing_data,1,train
Results,1,PMC3698942,21a_Data_monitoring_committee,0,train
Results,1,PMC3698942,21b_Interim_analyses,0,train
Results,1,PMC3698942,21c_Stopping_guidelines,0,train
Results,1,PMC3698942,22_Harms_non-systematic,0,train
Results,1,PMC3698942,23_Auditing,0,train
Results,1,PMC3698942,24_Ethics,1,train
Results,1,PMC3698942,25_Amendments,0,train
Results,1,PMC3698942,26a_Consent_Obtaining,1,train
Results,1,PMC3698942,26b_Consent_Provisions,0,train
Results,1,PMC3698942,27_Confidentiality,0,train
Results,1,PMC3698942,28_Financial_interests,1,train
Results,1,PMC3698942,29_Data_access,0,train
Results,1,PMC3698942,30_Post_trial_care,0,train
Results,1,PMC3698942,31a_Dissemination,0,train
Results,1,PMC3698942,31b_Authorship,0,train
Results,1,PMC3698942,31c_Sharing_Materials,0,train
Results,1,PMC3698942,31d_Sharing_Data,1,train
Results,1,PMC3698942,31e_Sharing_Code,0,train
Results,1,PMC3698942,32_Informed_consent_materials,0,train
Results,1,PMC3698942,33_Biological_specimens,0,train
Results,1,PMC3698942,34_Flow,1,train
